ID,WBS,Task Name,Duration (days),Start,Finish,Predecessors,Resource Names,Lump-Sum Cost (USD),Resource-Based Cost (USD),Cost1 (Resource-Based),Cost2 (Resource-Based)
1398,3.S5.5,Station 5 - airlock & pressure systems,90,2031-10-14,2032-01-11,,Vacuum Systems,400000,360000,360000,360000
1399,3.S5.6,Station 5 - MEP & BMS,120,2031-11-13,2032-03-11,,MEP Contractor,500000,450000,450000,450000
1400,3.S5.7,Station 5 - passenger flow & finishes,60,2032-03-12,2032-05-10,,Interior Contractor,200000,180000,180000,180000
1401,3.S5.8,Station 5 - testing & commissioning,30,2032-05-21,2032-06-19,,Commissioning Team,80000,72000,72000,72000
1402,3.S6.1,Station 6 - site clearance,14,2031-04-27,2031-05-10,,Construction Contractor,50000,45000,45000,45000
1403,3.S6.2,Station 6 - piling & foundation,60,2031-05-04,2031-07-02,,Pile Contractor,400000,360000,360000,360000
1404,3.S6.3,Station 6 - structure frame,120,2031-07-06,2031-11-02,,Main Contractor,1500000,1350000,1350000,1350000
1405,3.S6.4,Station 6 - platform & docking systems,90,2031-11-13,2032-02-10,,Mechanical Contractor,600000,540000,540000,540000
1406,3.S6.5,Station 6 - airlock & pressure systems,90,2031-12-13,2032-03-11,,Vacuum Systems,400000,360000,360000,360000
1407,3.S6.6,Station 6 - MEP & BMS,120,2032-01-12,2032-05-10,,MEP Contractor,500000,450000,450000,450000
1408,3.S6.7,Station 6 - passenger flow & finishes,60,2032-05-11,2032-07-09,,Interior Contractor,200000,180000,180000,180000
1409,3.S6.8,Station 6 - testing & commissioning,30,2032-07-20,2032-08-18,,Commissioning Team,80000,72000,72000,72000
1410,3.S7.1,Station 7 - site clearance,14,2031-06-26,2031-07-09,,Construction Contractor,50000,45000,45000,45000
1411,3.S7.2,Station 7 - piling & foundation,60,2031-07-03,2031-08-31,,Pile Contractor,400000,360000,360000,360000
1412,3.S7.3,Station 7 - structure frame,120,2031-09-04,2032-01-01,,Main Contractor,1500000,1350000,1350000,1350000
1413,3.S7.4,Station 7 - platform & docking systems,90,2032-01-12,2032-04-10,,Mechanical Contractor,600000,540000,540000,540000
1414,3.S7.5,Station 7 - airlock & pressure systems,90,2032-02-11,2032-05-10,,Vacuum Systems,400000,360000,360000,360000
1415,3.S7.6,Station 7 - MEP & BMS,120,2032-03-12,2032-07-09,,MEP Contractor,500000,450000,450000,450000
1416,3.S7.7,Station 7 - passenger flow & finishes,60,2032-07-10,2032-09-07,,Interior Contractor,200000,180000,180000,180000
1417,3.S7.8,Station 7 - testing & commissioning,30,2032-09-18,2032-10-17,,Commissioning Team,80000,72000,72000,72000
1418,3.S8.1,Station 8 - site clearance,14,2031-08-25,2031-09-07,,Construction Contractor,50000,45000,45000,45000
1419,3.S8.2,Station 8 - piling & foundation,60,2031-09-01,2031-10-30,,Pile Contractor,400000,360000,360000,360000
1420,3.S8.3,Station 8 - structure frame,120,2031-11-03,2032-03-01,,Main Contractor,1500000,1350000,1350000,1350000
1421,3.S8.4,Station 8 - platform & docking systems,90,2032-03-12,2032-06-09,,Mechanical Contractor,600000,540000,540000,540000
1422,3.S8.5,Station 8 - airlock & pressure systems,90,2032-04-11,2032-07-09,,Vacuum Systems,400000,360000,360000,360000
1423,3.S8.6,Station 8 - MEP & BMS,120,2032-05-11,2032-09-07,,MEP Contractor,500000,450000,450000,450000
1424,3.S8.7,Station 8 - passenger flow & finishes,60,2032-09-08,2032-11-06,,Interior Contractor,200000,180000,180000,180000
1425,3.S8.8,Station 8 - testing & commissioning,30,2032-11-17,2032-12-16,,Commissioning Team,80000,72000,72000,72000
1426,3.S9.1,Station 9 - site clearance,14,2031-10-24,2031-11-06,,Construction Contractor,50000,45000,45000,45000
1427,3.S9.2,Station 9 - piling & foundation,60,2031-10-31,2031-12-29,,Pile Contractor,400000,360000,360000,360000
1428,3.S9.3,Station 9 - structure frame,120,2032-01-02,2032-04-30,,Main Contractor,1500000,1350000,1350000,1350000
1429,3.S9.4,Station 9 - platform & docking systems,90,2032-05-11,2032-08-08,,Mechanical Contractor,600000,540000,540000,540000
1430,3.S9.5,Station 9 - airlock & pressure systems,90,2032-06-10,2032-09-07,,Vacuum Systems,400000,360000,360000,360000
1431,3.S9.6,Station 9 - MEP & BMS,120,2032-07-10,2032-11-06,,MEP Contractor,500000,450000,450000,450000
1432,3.S9.7,Station 9 - passenger flow & finishes,60,2032-11-07,2033-01-05,,Interior Contractor,200000,180000,180000,180000
1433,3.S9.8,Station 9 - testing & commissioning,30,2033-01-16,2033-02-14,,Commissioning Team,80000,72000,72000,72000
1434,3.S10.1,Station 10 - site clearance,14,2031-12-23,2032-01-05,,Construction Contractor,50000,45000,45000,45000
1435,3.S10.2,Station 10 - piling & foundation,60,2031-12-30,2032-02-27,,Pile Contractor,400000,360000,360000,360000
1436,3.S10.3,Station 10 - structure frame,120,2032-03-02,2032-06-29,,Main Contractor,1500000,1350000,1350000,1350000
1437,3.S10.4,Station 10 - platform & docking systems,90,2032-07-10,2032-10-07,,Mechanical Contractor,600000,540000,540000,540000
1438,3.S10.5,Station 10 - airlock & pressure systems,90,2032-08-09,2032-11-06,,Vacuum Systems,400000,360000,360000,360000
1439,3.S10.6,Station 10 - MEP & BMS,120,2032-09-08,2033-01-05,,MEP Contractor,500000,450000,450000,450000
1440,3.S10.7,Station 10 - passenger flow & finishes,60,2033-01-06,2033-03-06,,Interior Contractor,200000,180000,180000,180000
1441,3.S10.8,Station 10 - testing & commissioning,30,2033-03-17,2033-04-15,,Commissioning Team,80000,72000,72000,72000
1442,3.S11.1,Station 11 - site clearance,14,2032-02-21,2032-03-05,,Construction Contractor,50000,45000,45000,45000
1443,3.S11.2,Station 11 - piling & foundation,60,2032-02-28,2032-04-27,,Pile Contractor,400000,360000,360000,360000
1444,3.S11.3,Station 11 - structure frame,120,2032-05-01,2032-08-28,,Main Contractor,1500000,1350000,1350000,1350000
1445,3.S11.4,Station 11 - platform & docking systems,90,2032-09-08,2032-12-06,,Mechanical Contractor,600000,540000,540000,540000
1446,3.S11.5,Station 11 - airlock & pressure systems,90,2032-10-08,2033-01-05,,Vacuum Systems,400000,360000,360000,360000
1447,3.S11.6,Station 11 - MEP & BMS,120,2032-11-07,2033-03-06,,MEP Contractor,500000,450000,450000,450000
1448,3.S11.7,Station 11 - passenger flow & finishes,60,2033-03-07,2033-05-05,,Interior Contractor,200000,180000,180000,180000
1449,3.S11.8,Station 11 - testing & commissioning,30,2033-05-16,2033-06-14,,Commissioning Team,80000,72000,72000,72000
1450,3.S12.1,Station 12 - site clearance,14,2032-04-21,2032-05-04,,Construction Contractor,50000,45000,45000,45000
1451,3.S12.2,Station 12 - piling & foundation,60,2032-04-28,2032-06-26,,Pile Contractor,400000,360000,360000,360000
1452,3.S12.3,Station 12 - structure frame,120,2032-06-30,2032-10-27,,Main Contractor,1500000,1350000,1350000,1350000
1453,3.S12.4,Station 12 - platform & docking systems,90,2032-11-07,2033-02-04,,Mechanical Contractor,600000,540000,540000,540000
1454,3.S12.5,Station 12 - airlock & pressure systems,90,2032-12-07,2033-03-06,,Vacuum Systems,400000,360000,360000,360000
1455,3.S12.6,Station 12 - MEP & BMS,120,2033-01-06,2033-05-05,,MEP Contractor,500000,450000,450000,450000
1456,3.S12.7,Station 12 - passenger flow & finishes,60,2033-05-06,2033-07-04,,Interior Contractor,200000,180000,180000,180000
1457,3.S12.8,Station 12 - testing & commissioning,30,2033-07-15,2033-08-13,,Commissioning Team,80000,72000,72000,72000
1458,4.1,Expansion 1 - procurement & planning,180,2038-01-11,2038-07-09,,Procurement,200000,180000,180000,180000
1459,4.2,Expansion 2 - procurement & planning,180,2038-01-21,2038-07-19,,Procurement,200000,180000,180000,180000
1460,4.3,Expansion 3 - procurement & planning,180,2038-01-31,2038-07-29,,Procurement,200000,180000,180000,180000
1461,4.4,Expansion 4 - procurement & planning,180,2038-02-10,2038-08-08,,Procurement,200000,180000,180000,180000
1462,4.5,Expansion 5 - procurement & planning,180,2038-02-20,2038-08-18,,Procurement,200000,180000,180000,180000
1463,4.6,Expansion 6 - procurement & planning,180,2038-03-02,2038-08-28,,Procurement,200000,180000,180000,180000
1464,4.7,Expansion 7 - procurement & planning,180,2038-03-12,2038-09-07,,Procurement,200000,180000,180000,180000
1465,4.8,Expansion 8 - procurement & planning,180,2038-03-22,2038-09-17,,Procurement,200000,180000,180000,180000
1466,4.9,Expansion 9 - procurement & planning,180,2038-04-01,2038-09-27,,Procurement,200000,180000,180000,180000
1467,4.10,Expansion 10 - procurement & planning,180,2038-04-11,2038-10-07,,Procurement,200000,180000,180000,180000
1468,4.11,Expansion 11 - procurement & planning,180,2038-04-21,2038-10-17,,Procurement,200000,180000,180000,180000
1469,4.12,Expansion 12 - procurement & planning,180,2038-05-01,2038-10-27,,Procurement,200000,180000,180000,180000
1470,4.13,Expansion 13 - procurement & planning,180,2038-05-11,2038-11-06,,Procurement,200000,180000,180000,180000
1471,4.14,Expansion 14 - procurement & planning,180,2038-05-21,2038-11-16,,Procurement,200000,180000,180000,180000
1472,4.15,Expansion 15 - procurement & planning,180,2038-05-31,2038-11-26,,Procurement,200000,180000,180000,180000
1473,4.16,Expansion 16 - procurement & planning,180,2038-06-10,2038-12-06,,Procurement,200000,180000,180000,180000
1474,4.17,Expansion 17 - procurement & planning,180,2038-06-20,2038-12-16,,Procurement,200000,180000,180000,180000
1475,4.18,Expansion 18 - procurement & planning,180,2038-06-30,2038-12-26,,Procurement,200000,180000,180000,180000
1476,4.19,Expansion 19 - procurement & planning,180,2038-07-10,2039-01-05,,Procurement,200000,180000,180000,180000
1477,4.20,Expansion 20 - procurement & planning,180,2038-07-20,2039-01-15,,Procurement,200000,180000,180000,180000
1478,4.21,Expansion 21 - procurement & planning,180,2038-07-30,2039-01-25,,Procurement,200000,180000,180000,180000
1479,4.22,Expansion 22 - procurement & planning,180,2038-08-09,2039-02-04,,Procurement,200000,180000,180000,180000
1480,4.23,Expansion 23 - procurement & planning,180,2038-08-19,2039-02-14,,Procurement,200000,180000,180000,180000
1481,4.24,Expansion 24 - procurement & planning,180,2038-08-29,2039-02-24,,Procurement,200000,180000,180000,180000
1482,4.25,Expansion 25 - procurement & planning,180,2038-09-08,2039-03-06,,Procurement,200000,180000,180000,180000
1483,4.26,Expansion 26 - procurement & planning,180,2038-09-18,2039-03-16,,Procurement,200000,180000,180000,180000
1484,4.27,Expansion 27 - procurement & planning,180,2038-09-28,2039-03-26,,Procurement,200000,180000,180000,180000
1485,4.28,Expansion 28 - procurement & planning,180,2038-10-08,2039-04-05,,Procurement,200000,180000,180000,180000
1486,4.29,Expansion 29 - procurement & planning,180,2038-10-18,2039-04-15,,Procurement,200000,180000,180000,180000
1487,4.30,Expansion 30 - procurement & planning,180,2038-10-28,2039-04-25,,Procurement,200000,180000,180000,180000
1488,4.31,Expansion 31 - procurement & planning,180,2038-11-07,2039-05-05,,Procurement,200000,180000,180000,180000
1489,4.32,Expansion 32 - procurement & planning,180,2038-11-17,2039-05-15,,Procurement,200000,180000,180000,180000
1490,4.33,Expansion 33 - procurement & planning,180,2038-11-27,2039-05-25,,Procurement,200000,180000,180000,180000
1491,4.34,Expansion 34 - procurement & planning,180,2038-12-07,2039-06-04,,Procurement,200000,180000,180000,180000
1492,4.35,Expansion 35 - procurement & planning,180,2038-12-17,2039-06-14,,Procurement,200000,180000,180000,180000
1493,4.36,Expansion 36 - procurement & planning,180,2038-12-27,2039-06-24,,Procurement,200000,180000,180000,180000
1494,4.37,Expansion 37 - procurement & planning,180,2039-01-06,2039-07-04,,Procurement,200000,180000,180000,180000
1495,4.38,Expansion 38 - procurement & planning,180,2039-01-16,2039-07-14,,Procurement,200000,180000,180000,180000
1496,4.39,Expansion 39 - procurement & planning,180,2039-01-26,2039-07-24,,Procurement,200000,180000,180000,180000
1497,4.40,Expansion 40 - procurement & planning,180,2039-02-05,2039-08-03,,Procurement,200000,180000,180000,180000
1498,4.41,Expansion 41 - procurement & planning,180,2039-02-15,2039-08-13,,Procurement,200000,180000,180000,180000
1499,4.42,Expansion 42 - procurement & planning,180,2039-02-25,2039-08-23,,Procurement,200000,180000,180000,180000
1500,4.43,Expansion 43 - procurement & planning,180,2039-03-07,2039-09-02,,Procurement,200000,180000,180000,180000
1501,4.44,Expansion 44 - procurement & planning,180,2039-03-17,2039-09-12,,Procurement,200000,180000,180000,180000
1502,4.45,Expansion 45 - procurement & planning,180,2039-03-27,2039-09-22,,Procurement,200000,180000,180000,180000
1503,4.46,Expansion 46 - procurement & planning,180,2039-04-06,2039-10-02,,Procurement,200000,180000,180000,180000
1504,4.47,Expansion 47 - procurement & planning,180,2039-04-16,2039-10-12,,Procurement,200000,180000,180000,180000
1505,4.48,Expansion 48 - procurement & planning,180,2039-04-26,2039-10-22,,Procurement,200000,180000,180000,180000
1506,4.49,Expansion 49 - procurement & planning,180,2039-05-06,2039-11-01,,Procurement,200000,180000,180000,180000
1507,4.50,Expansion 50 - procurement & planning,180,2039-05-16,2039-11-11,,Procurement,200000,180000,180000,180000
1508,4.51,Expansion 51 - procurement & planning,180,2039-05-26,2039-11-21,,Procurement,200000,180000,180000,180000
1509,4.52,Expansion 52 - procurement & planning,180,2039-06-05,2039-12-01,,Procurement,200000,180000,180000,180000
1510,4.53,Expansion 53 - procurement & planning,180,2039-06-15,2039-12-11,,Procurement,200000,180000,180000,180000
1511,4.54,Expansion 54 - procurement & planning,180,2039-06-25,2039-12-21,,Procurement,200000,180000,180000,180000
1512,4.55,Expansion 55 - procurement & planning,180,2039-07-05,2039-12-31,,Procurement,200000,180000,180000,180000
1513,4.56,Expansion 56 - procurement & planning,180,2039-07-15,2040-01-10,,Procurement,200000,180000,180000,180000
1514,4.57,Expansion 57 - procurement & planning,180,2039-07-25,2040-01-20,,Procurement,200000,180000,180000,180000
1515,4.58,Expansion 58 - procurement & planning,180,2039-08-04,2040-01-30,,Procurement,200000,180000,180000,180000
1516,4.59,Expansion 59 - procurement & planning,180,2039-08-14,2040-02-09,,Procurement,200000,180000,180000,180000
1517,4.60,Expansion 60 - procurement & planning,180,2039-08-24,2040-02-19,,Procurement,200000,180000,180000,180000
1518,5.1,OM 1 - recruit & train operations staff batch 1,90,2048-01-08,2048-04-06,,Operations Team,50000,45000,45000,45000
1519,5.2,OM 2 - recruit & train operations staff batch 2,90,2048-01-15,2048-04-13,,Operations Team,50000,45000,45000,45000
1520,5.3,OM 3 - recruit & train operations staff batch 3,90,2048-01-22,2048-04-20,,Operations Team,50000,45000,45000,45000
1521,5.4,OM 4 - recruit & train operations staff batch 4,90,2048-01-29,2048-04-27,,Operations Team,50000,45000,45000,45000
1522,5.5,OM 5 - recruit & train operations staff batch 5,90,2048-02-05,2048-05-04,,Operations Team,50000,45000,45000,45000
1523,5.6,OM 6 - recruit & train operations staff batch 6,90,2048-02-12,2048-05-11,,Operations Team,50000,45000,45000,45000
1524,5.7,OM 7 - recruit & train operations staff batch 7,90,2048-02-19,2048-05-18,,Operations Team,50000,45000,45000,45000
1525,5.8,OM 8 - recruit & train operations staff batch 8,90,2048-02-26,2048-05-25,,Operations Team,50000,45000,45000,45000
1526,5.9,OM 9 - recruit & train operations staff batch 9,90,2048-03-04,2048-06-01,,Operations Team,50000,45000,45000,45000
1527,5.10,OM 10 - recruit & train operations staff batch 10,90,2048-03-11,2048-06-08,,Operations Team,50000,45000,45000,45000
1528,5.11,OM 11 - recruit & train operations staff batch 11,90,2048-03-18,2048-06-15,,Operations Team,50000,45000,45000,45000
1529,5.12,OM 12 - recruit & train operations staff batch 12,90,2048-03-25,2048-06-22,,Operations Team,50000,45000,45000,45000
1530,5.13,OM 13 - recruit & train operations staff batch 13,90,2048-04-01,2048-06-29,,Operations Team,50000,45000,45000,45000
1531,5.14,OM 14 - recruit & train operations staff batch 14,90,2048-04-08,2048-07-06,,Operations Team,50000,45000,45000,45000
1532,5.15,OM 15 - recruit & train operations staff batch 15,90,2048-04-15,2048-07-13,,Operations Team,50000,45000,45000,45000
1533,5.16,OM 16 - recruit & train operations staff batch 16,90,2048-04-22,2048-07-20,,Operations Team,50000,45000,45000,45000
1534,5.17,OM 17 - recruit & train operations staff batch 17,90,2048-04-29,2048-07-27,,Operations Team,50000,45000,45000,45000
1535,5.18,OM 18 - recruit & train operations staff batch 18,90,2048-05-06,2048-08-03,,Operations Team,50000,45000,45000,45000
1536,5.19,OM 19 - recruit & train operations staff batch 19,90,2048-05-13,2048-08-10,,Operations Team,50000,45000,45000,45000
1537,5.20,OM 20 - recruit & train operations staff batch 20,90,2048-05-20,2048-08-17,,Operations Team,50000,45000,45000,45000
1538,5.21,OM 21 - recruit & train operations staff batch 21,90,2048-05-27,2048-08-24,,Operations Team,50000,45000,45000,45000
1539,5.22,OM 22 - recruit & train operations staff batch 22,90,2048-06-03,2048-08-31,,Operations Team,50000,45000,45000,45000
1540,5.23,OM 23 - recruit & train operations staff batch 23,90,2048-06-10,2048-09-07,,Operations Team,50000,45000,45000,45000
1541,5.24,OM 24 - recruit & train operations staff batch 24,90,2048-06-17,2048-09-14,,Operations Team,50000,45000,45000,45000
1542,5.25,OM 25 - recruit & train operations staff batch 25,90,2048-06-24,2048-09-21,,Operations Team,50000,45000,45000,45000
1543,5.26,OM 26 - recruit & train operations staff batch 26,90,2048-07-01,2048-09-28,,Operations Team,50000,45000,45000,45000
1544,5.27,OM 27 - recruit & train operations staff batch 27,90,2048-07-08,2048-10-05,,Operations Team,50000,45000,45000,45000
1545,5.28,OM 28 - recruit & train operations staff batch 28,90,2048-07-15,2048-10-12,,Operations Team,50000,45000,45000,45000
1546,5.29,OM 29 - recruit & train operations staff batch 29,90,2048-07-22,2048-10-19,,Operations Team,50000,45000,45000,45000
1547,5.30,OM 30 - recruit & train operations staff batch 30,90,2048-07-29,2048-10-26,,Operations Team,50000,45000,45000,45000
1548,5.31,OM 31 - recruit & train operations staff batch 31,90,2048-08-05,2048-11-02,,Operations Team,50000,45000,45000,45000
1549,5.32,OM 32 - recruit & train operations staff batch 32,90,2048-08-12,2048-11-09,,Operations Team,50000,45000,45000,45000
1550,5.33,OM 33 - recruit & train operations staff batch 33,90,2048-08-19,2048-11-16,,Operations Team,50000,45000,45000,45000
1551,5.34,OM 34 - recruit & train operations staff batch 34,90,2048-08-26,2048-11-23,,Operations Team,50000,45000,45000,45000
1552,5.35,OM 35 - recruit & train operations staff batch 35,90,2048-09-02,2048-11-30,,Operations Team,50000,45000,45000,45000
1553,5.36,OM 36 - recruit & train operations staff batch 36,90,2048-09-09,2048-12-07,,Operations Team,50000,45000,45000,45000
1554,5.37,OM 37 - recruit & train operations staff batch 37,90,2048-09-16,2048-12-14,,Operations Team,50000,45000,45000,45000
1555,5.38,OM 38 - recruit & train operations staff batch 38,90,2048-09-23,2048-12-21,,Operations Team,50000,45000,45000,45000
